ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
W1366,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,,0.33,10.1,2
W1367,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,2
W1368,7.6,0.27,,3.8,0.058,19,115,0.9958,,0.45,8.9,1
W1369,7.3,0.22,,15.4,0.05,55,191,1,,0.59,8.9,2
W1370,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,1
W1371,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,2
W1372,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,2
W1373,10.7,0.22,0.56,8.2,0.044,37,181,0.998,,0.68,9.5,2
W1374,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,2
W1375,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,2
W1376,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,2
W1377,6.9,0.27,,1.7,0.047,6,134,0.9929,3.15,,11.4,2
W1378,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,2
W1379,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,,0.38,11.1,2
W1380,6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,2
W1381,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,2
W1382,5.7,0.43,,5.7,0.039,24,98,0.992,,0.61,12.3,2
W1383,6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,2
W1384,7.1,0.36,0.56,1.3,0.046,25,102,0.9923,,0.33,10.5,2
W1385,6.8,0.23,0.4,1.6,0.047,5,133,0.993,,0.7,11.4,2
W1386,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,1
W1387,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,,13.7,2
W1388,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,2
W1389,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,2
W1390,8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,2
W1391,5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,2
W1392,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,2
W1393,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,2
W1394,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,2
W1395,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,2
W1396,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,2
W1397,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,,11.3,2
W1398,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,2
W1399,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,2
W1400,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,2
W1401,7.3,0.25,,13.1,0.05,35,200,0.9986,,0.46,8.9,2
W1402,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,2
W1403,7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,2
W1404,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,2
W1405,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,1
W1406,6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,1
W1407,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,2
W1408,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,2
W1409,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,2
W1410,7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,2
W1411,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,2
W1412,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,2
W1413,6.9,0.3,0.33,4.1,0.035,26,155,0.9925,,0.79,12.3,2
W1414,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,,10.8,2
W1415,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,2
W1416,5.9,0.415,,0.8,0.038,22,63,0.9932,,0.36,9.3,1
W1417,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,,10,2
W1418,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,1
W1419,6.9,0.35,,1,0.044,18,132,0.992,,0.55,10.2,1
W1420,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,,10.8,2
W1421,9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,1
W1422,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,2
W1423,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,1
W1424,9.8,0.25,,10,0.056,36,225,0.9977,,0.43,10,1
W1425,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,,0.41,10.8,2
W1426,6.8,0.22,,0.9,0.052,26,128,0.991,3.25,0.35,11.4,2
W1427,7.2,0.22,,1,0.045,34,140,0.99,,0.34,12.7,2
W1428,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,,0.55,11.3,1
W1429,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,2
W1430,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,1
W1431,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,1
W1432,6.1,0.22,,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,1
W1433,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,2
W1434,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,2
W1435,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,1
W1436,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,,9.6,1
W1437,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,1
W1438,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,2
W1439,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,1
W1440,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,1
W1441,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,1
W1442,7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,,10.5,1
W1443,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,1
W1444,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,,12.2,2
W1445,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,2
W1446,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,,0.42,12.2,2
W1447,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,,12.2,2
W1448,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,,,11.2,2
W1449,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,2
W1450,6.9,0.19,,6.6,0.036,49,172,0.9932,,,11.5,2
W1451,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,,11.3,2
W1452,7.2,0.4,,1.1,0.048,11,138,0.9929,3.01,,9.3,1
W1453,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,2
W1454,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,2
W1455,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,1
W1456,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,1
W1457,6.3,0.27,,1.2,0.063,35,92,0.9911,3.38,,12.2,2
W1458,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,2
W1459,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,2
W1460,7.9,0.11,,4.5,0.048,27,133,0.9946,,0.42,10.6,2
W1461,8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,2
W1462,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,,10.8,2
W1463,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,2
W1464,8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,,11,2
W1465,8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,2
W1466,7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,1
W1467,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,2
W1468,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,2
W1469,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,1
W1470,7.2,0.4,,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,1
W1471,7.6,0.52,,14,0.034,37,156,0.9958,3.14,0.38,11.8,2
W1472,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,2
W1473,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,1
W1474,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,2
W1475,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,1
W1476,7.2,0.08,,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,2
W1477,7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,1
W1478,7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,2
W1479,7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,2
W1480,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,2
W1481,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,,10.2,2
W1482,6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,2
W1483,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,2
W1484,6.9,0.25,,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,1
W1485,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,1
W1486,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,,,10.6,2
W1487,6.2,0.15,0.49,0.9,0.033,17,51,0.9932,,0.7,9.4,2
W1488,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,2
W1489,6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,2
W1490,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,1
W1491,5.6,0.185,,1.1,0.03,28,117,0.9918,,,10.3,2
W1492,7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,1
W1493,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,1
W1494,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,2
W1495,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,2
W1496,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,,0.38,12.3,2
W1497,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,,10.4,1
W1498,6.8,0.27,0.49,1.2,0.044,35,126,0.99,,0.48,12.1,2
W1499,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,,0.42,12.5,2
W1500,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,,0.6,13,2
W1501,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,,11,2
W1502,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,,10.1,1
W1503,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,1
W1504,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,2
W1505,7,0.17,0.74,12.8,0.045,24,126,0.9942,,,12.2,2
W1506,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,2
W1507,8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,,11,2
W1508,7.8,0.26,,7.5,0.044,59,160,0.996,,0.64,10,2
W1509,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,2
W1510,7.9,0.2,,1.6,0.053,15,144,0.993,3.16,,10.5,1
W1511,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,1
W1512,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,,11.2,2
W1513,7.3,0.22,,9.4,0.034,29,134,0.9939,,0.32,11,2
W1514,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,2
W1515,7.4,0.19,,9.3,0.03,26,132,0.994,,0.32,11,2
W1516,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,2
W1517,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,2
W1518,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,,10.6,2
W1519,8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,2
W1520,8.3,0.2,,1.7,0.04,34,169,0.9938,,0.37,10.1,1
W1521,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,2
W1522,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,1
W1523,6.9,0.21,,1.4,0.041,15,164,0.9927,3.25,0.63,11,1
W1524,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,2
W1525,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,2
W1526,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,1
W1527,14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,2
W1528,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,2
W1529,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,,11.1,2
W1530,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,,0.39,8.7,2
W1531,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,,8.7,1
W1532,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,2
W1533,7.5,0.23,,7.7,0.049,61,209,0.9941,,0.3,11.1,2
W1534,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,,10.8,2
W1535,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,2
W1536,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,2
W1537,8.9,0.13,,1,0.028,6,24,0.9926,2.91,0.32,9.9,1
W1538,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,,10,2
W1539,6,0.17,,1,0.034,26,106,0.992,3.21,,9.8,2
W1540,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,2
W1541,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,2
W1542,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,1
W1543,7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,2
W1544,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,2
W1545,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,1
W1546,7.9,0.12,,5.2,0.049,33,152,0.9952,,0.47,10.6,2
W1547,6.7,0.29,,4.7,0.034,35,156,0.9945,,,9.9,2
W1548,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,2
W1549,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,2
W1550,8.5,0.15,,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,2
W1551,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,2
W1552,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,,8.7,2
W1553,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,2
W1554,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,2
W1555,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,2
W1556,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,2
W1557,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,2
W1558,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,,10.6,2
W1559,6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,1
W1560,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,1
W1561,7.8,0.3,0.74,1.8,0.033,33,156,0.991,,0.52,12.8,2
W1562,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,1
W1563,7.1,0.34,,1.5,0.027,26,126,0.99,,0.33,12.2,2
W1564,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,2
W1565,9.1,0.28,,2,0.059,10,112,0.9958,,0.46,10.1,1
W1566,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,2
W1567,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,1
W1568,7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,1
W1569,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,2
W1570,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,,9.9,1
W1571,6.6,0.3,,4.6,0.041,36,159,0.9946,,0.45,9.9,1
W1572,7.4,0.3,,8.2,0.055,49,188,0.9974,,0.58,9.7,2
W1573,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,,10.3,2
W1574,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,1
W1575,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,1
W1576,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,2
W1577,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,2
W1578,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,1
W1579,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,1
W1580,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,,,9,1
W1581,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,1
W1582,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,2
W1583,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,2
W1584,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,1
W1585,6.4,0.25,,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,2
W1586,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,,,8.7,1
W1587,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,1
W1588,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,,9.2,2
W1589,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,,0.4,8.7,1
W1590,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,2
W1591,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,,12.3,2
W1592,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,,10.4,2
W1593,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,2
W1594,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,2
W1595,7,0.29,,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,2
W1596,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,2
W1597,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,1
W1598,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,2
W1599,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,2
W1600,6.7,0.33,,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,2
W1601,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,2
W1602,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,,10.7,2
W1603,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,1
W1604,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,2
W1605,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,,0.35,9.5,1
W1606,7.1,0.26,,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,2
W1607,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,2
W1608,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,2
W1609,6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,1
W1610,8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,2
W1611,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,,12.5,2
W1612,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,2
W1613,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,2
W1614,8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,2
W1615,8,0.29,,11.7,0.035,40,131,0.9958,3.14,,10.8,1
W1616,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,2
W1617,6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,2
W1618,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,2
W1619,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,2
W1620,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,2
W1621,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,2
W1622,8.9,0.32,,1.6,0.05,17,131,0.9956,,0.34,9.4,1
W1623,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,2
W1624,7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,2
W1625,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,2
W1626,6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,2
W1627,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,2
W1628,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,1
W1629,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,2
W1630,7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,,9.6,2
W1631,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,1
W1632,8.2,0.2,,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,2
W1633,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,2
W1634,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,2
W1635,8.3,0.25,,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,2
W1636,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,,10.2,2
W1637,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,1
W1638,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,2
W1639,7.6,0.47,,13,0.239,42,220,0.9988,,,9.2,1
W1640,7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,,10.5,1
W1641,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,1
W1642,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,2
W1643,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,,0.36,9.1,2
W1644,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,2
W1645,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,2
W1646,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,2
W1647,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,2
W1648,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,2
W1649,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,1
W1650,6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,1
W1651,7.6,0.31,,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,2
W1652,6.4,0.42,,12.8,0.076,48,209,0.9978,3.12,0.58,9,2
W1653,8.2,0.29,,1,0.044,29,118,0.9928,3.24,,10.9,1
W1654,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,2
W1655,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,1
W1656,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,,10.2,1
W1657,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,1
W1658,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,,11.3,2
W1659,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,1
W1660,6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,1
W1661,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,2
W1662,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,2
W1663,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,2
W1664,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,2
W1665,8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,1
W1666,6.5,0.13,0.37,1,0.036,48,114,0.9911,,0.51,11.5,2
W1667,7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,1
W1668,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,2
W1669,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,,10.5,2
W1670,7.1,0.31,,1.2,0.036,10,124,0.9924,,0.44,9.9,2
W1671,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,,,9.8,2
W1672,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,2
W1673,6.6,0.26,,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,1
W1674,6.6,0.27,,5.3,0.137,35,163,0.9951,,0.38,9.3,1
W1675,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,2
W1676,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,1
